post_id,platform,author,text,sentiment,created_at
244,YouTube,user254,"Gracias @canalZ por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-05-16 22:32:00
245,Twitter,user430,Increíble servicio de @brandZ! Me encantó la experiencia #promo,positive,2024-03-08 01:39:00
246,Twitter,user251,"La promo de @equipoY está genial, ahorré bastante y gracias a @brandY #promo",positive,2024-06-19 07:59:00
247,TikTok,user590,El envío de @modaTrends fue lentísimo y llegó mal y gracias a @creatorLuis,negative,2024-07-03 14:06:00
248,TikTok,user308,"Qué gran atención de @devTips, todo rápido y claro",positive,2024-04-30 16:55:00
249,TikTok,user49,Probando el filtro de @modaTrends #promo,neutral,2024-07-30 05:05:00
250,YouTube,user308,"Buenísimo el video de @fitLife, 10/10 y gracias a @equipoY #promo",positive,2024-07-13 15:48:00
251,YouTube,user60,Comparando precios con @fitLife y gracias a @equipoY #promo https://t.co/demo,neutral,2024-05-21 02:41:00
252,TikTok,user461,"Gracias @saludPlus por el apoyo, quedé feliz con todo y gracias a @viajesPro",positive,2024-06-23 02:29:00
253,Instagram,user193,El envío de @reviewGuru fue lentísimo y llegó mal #promo,negative,2024-06-09 04:00:00
254,Instagram,user491,"Pésima experiencia con @hogarIdeas, no lo recomiendo #promo https://t.co/demo",negative,2024-03-02 09:39:00
255,YouTube,user390,El envío de @ofertasHoy fue lentísimo y llegó mal y gracias a @fitLife,negative,2024-04-16 16:01:00
256,Instagram,user328,Increíble servicio de @cineFan! Me encantó la experiencia #promo https://t.co/demo,positive,2024-05-24 08:54:00
257,YouTube,user567,"Recomiendo a @soporteX, contenido de calidad y muy útil y gracias a @fotografia",positive,2024-07-06 22:20:00
258,TikTok,user346,Leyendo comentarios de @gamerMax #promo https://t.co/demo,neutral,2024-03-12 12:01:00
259,Instagram,user174,"Pésima experiencia con @gamerMax, no lo recomiendo",negative,2024-03-04 02:00:00
260,Twitter,user537,Leyendo comentarios de @brandZ y gracias a @brandX #promo,neutral,2024-04-23 07:53:00
261,Instagram,user70,"Buenísimo el video de @foodLover, 10/10",positive,2024-02-24 21:02:00
262,YouTube,user495,"La promo de @fitLife está genial, ahorré bastante #promo",positive,2024-04-22 18:17:00
263,Twitter,user294,"No funciona lo que vende @hogarIdeas, una estafa https://t.co/demo",negative,2024-05-10 03:17:00
264,Instagram,user537,"La promo de @fotografia está genial, ahorré bastante y gracias a @ofertasHoy #promo https://t.co/demo",positive,2024-03-25 12:44:00
265,YouTube,user416,"Pésima experiencia con @hogarIdeas, no lo recomiendo y gracias a @brandZ",negative,2024-04-23 01:04:00
266,YouTube,user96,"Buenísimo el video de @fitLife, 10/10 y gracias a @brandX https://t.co/demo",positive,2024-06-04 14:48:00
267,Twitter,user340,Viendo el directo de @brandY ahora y gracias a @saludPlus,neutral,2024-04-07 01:35:00
268,TikTok,user77,Leyendo comentarios de @devTips y gracias a @reviewGuru #promo https://t.co/demo,neutral,2024-03-29 04:55:00
269,Twitter,user408,"Gracias @devTips por el apoyo, quedé feliz con todo",positive,2024-04-22 18:27:00
270,YouTube,user340,Leyendo comentarios de @creatorLuis,neutral,2024-03-22 01:49:00
271,YouTube,user101,"Recomiendo a @brandZ, contenido de calidad y muy útil",positive,2024-07-24 11:08:00
272,TikTok,user31,Probando el filtro de @musicBeat y gracias a @devTips,neutral,2024-04-27 23:12:00
273,YouTube,user600,"Recomiendo a @fotografia, contenido de calidad y muy útil https://t.co/demo",positive,2024-04-01 05:15:00
274,Instagram,user390,El envío de @reviewGuru fue lentísimo y llegó mal y gracias a @brandX,negative,2024-05-04 09:12:00
275,Instagram,user105,"Buenísimo el video de @cineFan, 10/10 https://t.co/demo",positive,2024-04-21 03:03:00
276,Twitter,user363,"Ojo con @reviewGuru, publicidad engañosa y gracias a @musicBeat #promo https://t.co/demo",negative,2024-04-17 19:05:00
277,Instagram,user249,"Pésima experiencia con @creatorMia, no lo recomiendo y gracias a @noticiasTech #promo https://t.co/demo",negative,2024-04-07 14:50:00
278,YouTube,user283,"Recomiendo a @brandZ, contenido de calidad y muy útil y gracias a @canalZ",positive,2024-04-05 21:02:00
279,YouTube,user201,Increíble servicio de @noticiasTech! Me encantó la experiencia #promo,positive,2024-03-09 11:14:00
280,TikTok,user451,"La promo de @cienciaHoy está genial, ahorré bastante y gracias a @reviewGuru",positive,2024-06-23 16:21:00
281,Instagram,user322,Actualización de @reviewGuru disponible,neutral,2024-05-18 08:16:00
282,YouTube,user334,"Recomiendo a @viajesPro, contenido de calidad y muy útil y gracias a @fotografia #promo",positive,2024-05-08 06:08:00
283,Twitter,user564,Leyendo comentarios de @musicBeat y gracias a @noticiasTech https://t.co/demo,neutral,2024-04-21 13:57:00
284,Instagram,user512,El envío de @equipoY fue lentísimo y llegó mal,negative,2024-03-24 02:31:00
285,YouTube,user460,"Muy decepcionado con @fitLife, cero seriedad",negative,2024-03-31 01:15:00
286,Twitter,user369,"Qué gran atención de @equipoY, todo rápido y claro #promo",positive,2024-03-11 19:13:00
287,TikTok,user410,Nuevo post de @cineFan sobre tendencias y gracias a @canalZ #promo,neutral,2024-04-03 19:02:00
288,Instagram,user595,"Buenísimo el video de @viajesPro, 10/10",positive,2024-03-21 11:46:00
289,YouTube,user26,Increíble servicio de @cineFan! Me encantó la experiencia y gracias a @creatorLuis #promo https://t.co/demo,positive,2024-07-10 07:03:00
290,YouTube,user534,"Buenísimo el video de @creatorAna, 10/10 #promo https://t.co/demo",positive,2024-06-01 01:31:00
291,Twitter,user118,Nuevo post de @cienciaHoy sobre tendencias #promo,neutral,2024-04-28 08:19:00
292,Instagram,user529,"Muy decepcionado con @reviewGuru, cero seriedad #promo",negative,2024-03-27 21:29:00
293,Instagram,user189,"Ojo con @cineFan, publicidad engañosa y gracias a @cienciaHoy",negative,2024-03-22 14:39:00
294,Twitter,user399,El envío de @soporteX fue lentísimo y llegó mal https://t.co/demo,negative,2024-04-19 03:28:00
295,Instagram,user550,"Buenísimo el video de @soporteX, 10/10 y gracias a @hogarIdeas",positive,2024-06-03 21:48:00
296,YouTube,user321,"Malo el soporte de @devTips, aún espero respuesta y gracias a @musicBeat",negative,2024-07-21 10:09:00
297,Instagram,user87,"Recomiendo a @equipoY, contenido de calidad y muy útil y gracias a @viajesPro",positive,2024-03-12 14:16:00
298,YouTube,user142,"Qué gran atención de @gamerMax, todo rápido y claro",positive,2024-05-18 05:54:00
299,Instagram,user569,"Pésima experiencia con @creatorLuis, no lo recomiendo y gracias a @gamerMax",negative,2024-04-03 00:19:00
300,Instagram,user497,"La promo de @viajesPro está genial, ahorré bastante #promo",positive,2024-04-08 14:11:00
301,YouTube,user455,Increíble servicio de @devTips! Me encantó la experiencia #promo https://t.co/demo,positive,2024-04-27 07:40:00
302,TikTok,user551,"La promo de @musicBeat está genial, ahorré bastante",positive,2024-03-28 03:51:00
303,Twitter,user587,"Recomiendo a @fitLife, contenido de calidad y muy útil",positive,2024-04-17 15:03:00
304,Instagram,user560,Leyendo comentarios de @creatorAna https://t.co/demo,neutral,2024-03-26 01:06:00
305,TikTok,user461,"Buenísimo el video de @brandZ, 10/10 #promo",positive,2024-04-05 07:09:00
306,YouTube,user360,"Gracias @creatorLuis por el apoyo, quedé feliz con todo",positive,2024-05-26 18:10:00
307,Instagram,user288,"Recomiendo a @hogarIdeas, contenido de calidad y muy útil y gracias a @canalZ",positive,2024-04-29 23:11:00
308,Instagram,user98,Nuevo post de @cineFan sobre tendencias https://t.co/demo,neutral,2024-05-26 04:31:00
309,Instagram,user256,"No funciona lo que vende @equipoY, una estafa #promo",negative,2024-04-02 21:25:00
310,YouTube,user425,"Malo el soporte de @cienciaHoy, aún espero respuesta",negative,2024-05-18 12:35:00
311,YouTube,user466,"Qué gran atención de @brandX, todo rápido y claro y gracias a @gamerMax",positive,2024-03-06 02:09:00
312,YouTube,user548,"Gracias @cineFan por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-04-27 18:40:00
313,Instagram,user592,El envío de @gamerMax fue lentísimo y llegó mal https://t.co/demo,negative,2024-05-21 21:22:00
314,Twitter,user471,"Buenísimo el video de @creatorMia, 10/10",positive,2024-03-05 23:30:00
315,TikTok,user136,Increíble servicio de @canalZ! Me encantó la experiencia #promo https://t.co/demo,positive,2024-04-03 22:08:00
316,Twitter,user170,"Qué gran atención de @noticiasTech, todo rápido y claro #promo",positive,2024-04-27 03:14:00
317,Instagram,user2,"Muy decepcionado con @creatorLuis, cero seriedad y gracias a @hogarIdeas #promo https://t.co/demo",negative,2024-06-06 11:43:00
318,YouTube,user124,"Malo el soporte de @gamerMax, aún espero respuesta y gracias a @brandZ https://t.co/demo",negative,2024-04-05 10:41:00
319,TikTok,user377,"Qué gran atención de @creatorLuis, todo rápido y claro #promo",positive,2024-05-16 00:17:00
320,YouTube,user169,"Qué gran atención de @soporteX, todo rápido y claro",positive,2024-06-27 15:06:00
321,Twitter,user223,Nuevo post de @creatorLuis sobre tendencias #promo,neutral,2024-05-18 10:44:00
322,Instagram,user144,"Gracias @brandZ por el apoyo, quedé feliz con todo",positive,2024-04-18 23:34:00
323,TikTok,user28,"La promo de @fotografia está genial, ahorré bastante y gracias a @viajesPro #promo https://t.co/demo",positive,2024-05-10 08:10:00
324,YouTube,user507,"Qué gran atención de @gamerMax, todo rápido y claro",positive,2024-04-04 12:19:00
325,Instagram,user325,"Buenísimo el video de @devTips, 10/10",positive,2024-04-29 02:29:00
326,Twitter,user18,Increíble servicio de @soporteX! Me encantó la experiencia https://t.co/demo,positive,2024-04-20 09:46:00
327,YouTube,user514,Increíble servicio de @viajesPro! Me encantó la experiencia https://t.co/demo,positive,2024-05-09 02:51:00
328,Twitter,user318,"Pésima experiencia con @soporteX, no lo recomiendo #promo",negative,2024-04-11 22:10:00
329,TikTok,user68,"Pésima experiencia con @saludPlus, no lo recomiendo y gracias a @brandZ https://t.co/demo",negative,2024-05-11 20:53:00
330,TikTok,user57,"No funciona lo que vende @modaTrends, una estafa y gracias a @brandX",negative,2024-04-10 05:35:00
331,TikTok,user509,El envío de @saludPlus fue lentísimo y llegó mal y gracias a @creatorLuis,negative,2024-05-31 04:01:00
332,TikTok,user31,Comparando precios con @canalZ y gracias a @saludPlus,neutral,2024-04-14 16:56:00
333,TikTok,user467,"Gracias @devTips por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-02-25 19:35:00
334,Instagram,user119,"Malo el soporte de @brandX, aún espero respuesta #promo https://t.co/demo",negative,2024-03-23 12:25:00
335,Instagram,user393,"La promo de @brandY está genial, ahorré bastante",positive,2024-04-26 07:39:00
336,Instagram,user330,"Recomiendo a @saludPlus, contenido de calidad y muy útil y gracias a @brandZ https://t.co/demo",positive,2024-07-09 22:58:00
337,Instagram,user54,Increíble servicio de @foodLover! Me encantó la experiencia #promo,positive,2024-05-29 09:38:00
338,TikTok,user319,Increíble servicio de @musicBeat! Me encantó la experiencia #promo,positive,2024-02-21 21:15:00
339,YouTube,user249,"Gracias @gamerMax por el apoyo, quedé feliz con todo",positive,2024-03-10 05:08:00
340,YouTube,user7,"Recomiendo a @fitLife, contenido de calidad y muy útil https://t.co/demo",positive,2024-06-13 11:26:00
341,YouTube,user2,Actualización de @saludPlus disponible y gracias a @foodLover,neutral,2024-05-21 02:02:00
342,TikTok,user146,"La promo de @equipoY está genial, ahorré bastante",positive,2024-08-11 02:53:00
343,Twitter,user595,"Ojo con @cienciaHoy, publicidad engañosa y gracias a @devTips #promo",negative,2024-04-09 04:27:00
344,TikTok,user243,"Buenísimo el video de @reviewGuru, 10/10 https://t.co/demo",positive,2024-03-28 09:16:00
345,Twitter,user240,Comparando precios con @creatorLuis y gracias a @creatorAna #promo,neutral,2024-04-28 13:52:00
346,TikTok,user124,Probando el filtro de @soporteX y gracias a @noticiasTech https://t.co/demo,neutral,2024-04-09 23:25:00
347,Twitter,user312,"Gracias @reviewGuru por el apoyo, quedé feliz con todo y gracias a @equipoY https://t.co/demo",positive,2024-06-08 01:40:00
348,TikTok,user307,Nuevo post de @creatorMia sobre tendencias,neutral,2024-04-07 18:46:00
349,Twitter,user256,"Malo el soporte de @creatorLuis, aún espero respuesta y gracias a @canalZ #promo",negative,2024-04-16 12:42:00
350,TikTok,user87,Nuevo post de @brandZ sobre tendencias #promo,neutral,2024-03-24 04:23:00
351,TikTok,user95,Increíble servicio de @musicBeat! Me encantó la experiencia y gracias a @fotografia #promo,positive,2024-05-26 16:56:00
352,YouTube,user31,El envío de @creatorMia fue lentísimo y llegó mal y gracias a @soporteX #promo,negative,2024-03-25 05:04:00
353,Instagram,user36,"Ojo con @gamerMax, publicidad engañosa #promo https://t.co/demo",negative,2024-05-12 13:04:00
354,YouTube,user141,"Gracias @foodLover por el apoyo, quedé feliz con todo",positive,2024-07-20 13:03:00
355,YouTube,user368,El envío de @gamerMax fue lentísimo y llegó mal https://t.co/demo,negative,2024-03-02 06:08:00
356,TikTok,user27,El envío de @brandX fue lentísimo y llegó mal y gracias a @foodLover,negative,2024-06-30 07:56:00
357,Twitter,user164,"Recomiendo a @equipoY, contenido de calidad y muy útil",positive,2024-05-06 07:29:00
358,YouTube,user590,"Gracias @creatorMia por el apoyo, quedé feliz con todo y gracias a @ofertasHoy",positive,2024-03-19 20:11:00
359,TikTok,user29,Viendo el directo de @devTips ahora #promo,neutral,2024-04-30 16:48:00
360,TikTok,user556,Increíble servicio de @brandY! Me encantó la experiencia y gracias a @cienciaHoy #promo,positive,2024-05-25 00:01:00
361,Instagram,user340,Leyendo comentarios de @reviewGuru y gracias a @ofertasHoy #promo https://t.co/demo,neutral,2024-03-29 04:50:00
362,TikTok,user114,Leyendo comentarios de @ofertasHoy #promo https://t.co/demo,neutral,2024-05-14 10:18:00
363,Instagram,user331,Probando el filtro de @saludPlus,neutral,2024-07-05 05:56:00
364,TikTok,user576,"Gracias @devTips por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-04-07 06:03:00
365,YouTube,user2,Nuevo post de @devTips sobre tendencias y gracias a @reviewGuru,neutral,2024-03-23 07:32:00
366,Twitter,user580,Actualización de @creatorLuis disponible #promo,neutral,2024-04-21 05:43:00
367,TikTok,user91,"Gracias @canalZ por el apoyo, quedé feliz con todo y gracias a @brandZ #promo",positive,2024-04-28 00:02:00
368,YouTube,user50,"Gracias @cineFan por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-06-10 18:38:00
369,Twitter,user385,Leyendo comentarios de @devTips #promo,neutral,2024-04-20 01:08:00
370,Twitter,user302,Increíble servicio de @creatorAna! Me encantó la experiencia y gracias a @cineFan #promo https://t.co/demo,positive,2024-04-10 03:10:00
371,YouTube,user347,"No funciona lo que vende @cineFan, una estafa y gracias a @musicBeat #promo https://t.co/demo",negative,2024-03-23 07:00:00
372,YouTube,user195,"No funciona lo que vende @saludPlus, una estafa https://t.co/demo",negative,2024-03-05 03:16:00
373,YouTube,user51,"Pésima experiencia con @gamerMax, no lo recomiendo y gracias a @brandX #promo https://t.co/demo",negative,2024-03-15 22:35:00
374,Instagram,user492,"Gracias @soporteX por el apoyo, quedé feliz con todo",positive,2024-03-15 03:56:00
375,YouTube,user316,El envío de @modaTrends fue lentísimo y llegó mal y gracias a @fitLife #promo https://t.co/demo,negative,2024-04-16 13:01:00
376,Instagram,user379,"Buenísimo el video de @canalZ, 10/10 #promo https://t.co/demo",positive,2024-03-09 02:06:00
377,Twitter,user155,"La promo de @ofertasHoy está genial, ahorré bastante https://t.co/demo",positive,2024-02-11 02:04:00
378,YouTube,user397,Probando el filtro de @modaTrends #promo https://t.co/demo,neutral,2024-04-23 13:28:00
379,Instagram,user36,"Gracias @musicBeat por el apoyo, quedé feliz con todo #promo https://t.co/demo",positive,2024-07-18 06:34:00
380,Twitter,user130,"Buenísimo el video de @modaTrends, 10/10 y gracias a @cienciaHoy #promo",positive,2024-06-12 10:54:00
381,Twitter,user69,"La promo de @viajesPro está genial, ahorré bastante y gracias a @canalZ",positive,2024-04-16 00:25:00
382,YouTube,user536,"Gracias @creatorLuis por el apoyo, quedé feliz con todo",positive,2024-03-20 03:25:00
383,Twitter,user109,Actualización de @fitLife disponible #promo,neutral,2024-08-28 19:31:00
384,Twitter,user485,"Gracias @viajesPro por el apoyo, quedé feliz con todo",positive,2024-04-28 13:30:00
385,Instagram,user340,"Recomiendo a @gamerMax, contenido de calidad y muy útil #promo",positive,2024-05-03 10:20:00
386,TikTok,user319,Leyendo comentarios de @hogarIdeas y gracias a @equipoY #promo,neutral,2024-04-20 15:07:00
387,TikTok,user329,"No funciona lo que vende @fotografia, una estafa y gracias a @musicBeat #promo",negative,2024-04-24 16:32:00
388,TikTok,user529,Viendo el directo de @foodLover ahora y gracias a @saludPlus https://t.co/demo,neutral,2024-04-06 17:53:00
389,Twitter,user583,Increíble servicio de @soporteX! Me encantó la experiencia y gracias a @gamerMax #promo https://t.co/demo,positive,2024-04-16 06:47:00
390,TikTok,user281,Probando el filtro de @foodLover #promo https://t.co/demo,neutral,2024-06-30 12:42:00
391,YouTube,user501,"La promo de @gamerMax está genial, ahorré bastante #promo",positive,2024-06-17 08:49:00
392,TikTok,user93,"Gracias @brandY por el apoyo, quedé feliz con todo https://t.co/demo",positive,2024-02-24 07:33:00
393,Instagram,user231,"La promo de @cineFan está genial, ahorré bastante y gracias a @hogarIdeas #promo",positive,2024-03-12 22:05:00
394,Twitter,user178,"Recomiendo a @fotografia, contenido de calidad y muy útil https://t.co/demo",positive,2024-03-30 12:51:00
395,YouTube,user358,"Recomiendo a @musicBeat, contenido de calidad y muy útil https://t.co/demo",positive,2024-06-03 03:29:00
396,TikTok,user8,"Muy decepcionado con @fotografia, cero seriedad y gracias a @hogarIdeas #promo https://t.co/demo",negative,2024-06-19 09:26:00
397,TikTok,user333,"Qué gran atención de @hogarIdeas, todo rápido y claro y gracias a @creatorLuis https://t.co/demo",positive,2024-05-25 01:56:00
398,TikTok,user414,"Malo el soporte de @saludPlus, aún espero respuesta https://t.co/demo",negative,2024-03-19 14:17:00
399,YouTube,user415,"No funciona lo que vende @devTips, una estafa https://t.co/demo",negative,2024-04-07 07:35:00
400,YouTube,user548,Actualización de @modaTrends disponible,neutral,2024-05-15 19:03:00
401,TikTok,user186,"Qué gran atención de @creatorLuis, todo rápido y claro y gracias a @devTips https://t.co/demo",positive,2024-04-17 23:12:00
402,Twitter,user344,"Qué gran atención de @equipoY, todo rápido y claro #promo",positive,2024-04-12 12:41:00
403,TikTok,user267,"Ojo con @creatorAna, publicidad engañosa y gracias a @modaTrends",negative,2024-04-13 02:25:00
404,Instagram,user484,"Ojo con @modaTrends, publicidad engañosa #promo",negative,2024-06-13 05:08:00
405,Instagram,user141,"Buenísimo el video de @devTips, 10/10 y gracias a @saludPlus #promo https://t.co/demo",positive,2024-05-19 11:21:00
406,TikTok,user182,"Ojo con @brandX, publicidad engañosa y gracias a @soporteX https://t.co/demo",negative,2024-04-14 03:00:00
407,YouTube,user133,"Ojo con @viajesPro, publicidad engañosa #promo https://t.co/demo",negative,2024-05-08 06:48:00
408,Twitter,user383,Viendo el directo de @foodLover ahora y gracias a @brandX https://t.co/demo,neutral,2024-03-16 23:40:00
409,TikTok,user353,"La promo de @viajesPro está genial, ahorré bastante #promo",positive,2024-04-07 10:10:00
410,YouTube,user298,"Muy decepcionado con @fotografia, cero seriedad y gracias a @hogarIdeas https://t.co/demo",negative,2024-06-08 16:43:00
411,Instagram,user368,Increíble servicio de @viajesPro! Me encantó la experiencia y gracias a @creatorLuis #promo https://t.co/demo,positive,2024-03-08 17:13:00
412,Twitter,user174,Increíble servicio de @cienciaHoy! Me encantó la experiencia,positive,2024-05-20 21:16:00
413,Twitter,user50,"Malo el soporte de @cienciaHoy, aún espero respuesta y gracias a @creatorAna #promo https://t.co/demo",negative,2024-02-24 18:40:00
414,YouTube,user259,"No funciona lo que vende @soporteX, una estafa #promo",negative,2024-07-10 03:26:00
415,TikTok,user533,"Pésima experiencia con @hogarIdeas, no lo recomiendo",negative,2024-04-06 21:05:00
416,TikTok,user121,"Buenísimo el video de @creatorAna, 10/10 y gracias a @equipoY",positive,2024-05-11 06:53:00
417,YouTube,user367,"La promo de @brandY está genial, ahorré bastante #promo",positive,2024-04-30 11:17:00
418,Twitter,user241,Increíble servicio de @brandZ! Me encantó la experiencia https://t.co/demo,positive,2024-05-01 03:04:00
419,Twitter,user524,El envío de @creatorAna fue lentísimo y llegó mal #promo,negative,2024-05-07 09:00:00
420,Twitter,user476,Increíble servicio de @creatorMia! Me encantó la experiencia #promo,positive,2024-03-04 14:32:00
421,Twitter,user119,Nuevo post de @brandY sobre tendencias https://t.co/demo,neutral,2024-05-02 12:12:00
422,TikTok,user449,Actualización de @brandZ disponible #promo,neutral,2024-04-19 15:34:00
423,YouTube,user279,"Ojo con @gamerMax, publicidad engañosa https://t.co/demo",negative,2024-04-07 23:45:00
424,Instagram,user61,"Buenísimo el video de @devTips, 10/10 https://t.co/demo",positive,2024-03-30 12:57:00
425,Twitter,user368,Viendo el directo de @saludPlus ahora #promo,neutral,2024-05-03 15:02:00
426,Twitter,user48,Increíble servicio de @reviewGuru! Me encantó la experiencia,positive,2024-03-24 19:40:00
427,Instagram,user579,Actualización de @modaTrends disponible,neutral,2024-06-07 14:46:00
428,YouTube,user255,"Qué gran atención de @modaTrends, todo rápido y claro",positive,2024-05-14 20:55:00
429,Twitter,user56,"Muy decepcionado con @creatorMia, cero seriedad",negative,2024-05-05 02:33:00
430,TikTok,user504,Increíble servicio de @canalZ! Me encantó la experiencia https://t.co/demo,positive,2024-06-05 08:01:00
431,YouTube,user81,"Buenísimo el video de @devTips, 10/10 y gracias a @gamerMax #promo https://t.co/demo",positive,2024-02-29 16:58:00
432,Twitter,user19,"La promo de @brandY está genial, ahorré bastante",positive,2024-03-15 21:07:00
433,Instagram,user312,El envío de @musicBeat fue lentísimo y llegó mal #promo https://t.co/demo,negative,2024-05-16 15:30:00
434,YouTube,user340,"No funciona lo que vende @ofertasHoy, una estafa #promo",negative,2024-03-31 00:04:00
435,TikTok,user350,Comparando precios con @noticiasTech https://t.co/demo,neutral,2024-04-04 05:36:00
436,Instagram,user505,Leyendo comentarios de @saludPlus #promo https://t.co/demo,neutral,2024-03-12 04:07:00
437,Instagram,user403,"No funciona lo que vende @soporteX, una estafa y gracias a @musicBeat #promo",negative,2024-03-24 22:56:00
438,YouTube,user127,"Muy decepcionado con @devTips, cero seriedad y gracias a @gamerMax #promo",negative,2024-06-08 18:53:00
439,YouTube,user444,Leyendo comentarios de @creatorMia https://t.co/demo,neutral,2024-05-15 13:13:00
440,YouTube,user330,"Qué gran atención de @fotografia, todo rápido y claro #promo",positive,2024-05-03 10:02:00
441,Instagram,user464,"Qué gran atención de @fotografia, todo rápido y claro",positive,2024-04-05 18:41:00
442,Instagram,user322,"Qué gran atención de @fotografia, todo rápido y claro y gracias a @ofertasHoy https://t.co/demo",positive,2024-04-30 22:11:00
443,TikTok,user183,"Muy decepcionado con @ofertasHoy, cero seriedad",negative,2024-06-13 14:14:00
444,TikTok,user547,Nuevo post de @cineFan sobre tendencias #promo https://t.co/demo,neutral,2024-04-01 22:52:00
445,Instagram,user58,"Recomiendo a @creatorMia, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-04-24 10:04:00
446,Twitter,user209,Increíble servicio de @musicBeat! Me encantó la experiencia,positive,2024-07-14 07:39:00
447,YouTube,user575,"Recomiendo a @hogarIdeas, contenido de calidad y muy útil #promo https://t.co/demo",positive,2024-05-24 14:13:00
448,Twitter,user321,"Gracias @canalZ por el apoyo, quedé feliz con todo",positive,2024-04-06 07:41:00
449,Instagram,user377,Actualización de @soporteX disponible https://t.co/demo,neutral,2024-05-20 05:55:00
450,Twitter,user527,"Recomiendo a @cineFan, contenido de calidad y muy útil #promo",positive,2024-03-07 08:42:00
451,TikTok,user6,"Malo el soporte de @creatorLuis, aún espero respuesta y gracias a @ofertasHoy",negative,2024-04-23 21:20:00
452,YouTube,user309,Actualización de @fitLife disponible y gracias a @saludPlus #promo https://t.co/demo,neutral,2024-05-20 06:16:00
453,Twitter,user534,Probando el filtro de @creatorMia #promo https://t.co/demo,neutral,2024-05-10 07:16:00
454,TikTok,user340,"La promo de @soporteX está genial, ahorré bastante",positive,2024-05-20 22:09:00
455,Twitter,user10,"Pésima experiencia con @musicBeat, no lo recomiendo",negative,2024-05-29 01:21:00
456,YouTube,user329,Probando el filtro de @creatorAna y gracias a @reviewGuru #promo,neutral,2024-05-13 12:47:00
457,YouTube,user527,"No funciona lo que vende @noticiasTech, una estafa y gracias a @fitLife #promo https://t.co/demo",negative,2024-05-12 18:21:00
458,Twitter,user547,"No funciona lo que vende @soporteX, una estafa #promo",negative,2024-05-03 03:32:00
459,YouTube,user211,"No funciona lo que vende @brandZ, una estafa #promo",negative,2024-03-21 01:17:00
460,Twitter,user90,"La promo de @canalZ está genial, ahorré bastante y gracias a @equipoY",positive,2024-06-08 15:23:00
461,YouTube,user415,"Qué gran atención de @viajesPro, todo rápido y claro y gracias a @brandX",positive,2024-04-24 19:59:00
462,Twitter,user47,Increíble servicio de @foodLover! Me encantó la experiencia y gracias a @hogarIdeas #promo https://t.co/demo,positive,2024-05-23 14:56:00
463,YouTube,user391,Probando el filtro de @brandX y gracias a @canalZ #promo https://t.co/demo,neutral,2024-06-03 18:37:00
464,Instagram,user303,"Qué gran atención de @saludPlus, todo rápido y claro",positive,2024-04-07 18:56:00
465,Twitter,user145,"La promo de @devTips está genial, ahorré bastante https://t.co/demo",positive,2024-04-10 07:10:00
466,Instagram,user353,"La promo de @cienciaHoy está genial, ahorré bastante y gracias a @creatorMia #promo",positive,2024-04-14 06:37:00
467,Instagram,user118,"Malo el soporte de @devTips, aún espero respuesta",negative,2024-06-18 15:44:00
468,Twitter,user563,"Recomiendo a @brandZ, contenido de calidad y muy útil y gracias a @fotografia #promo https://t.co/demo",positive,2024-03-26 04:22:00
469,Twitter,user241,"Gracias @brandZ por el apoyo, quedé feliz con todo y gracias a @gamerMax #promo",positive,2024-06-27 23:40:00
470,Instagram,user599,El envío de @ofertasHoy fue lentísimo y llegó mal #promo https://t.co/demo,negative,2024-05-03 07:33:00
471,TikTok,user447,Leyendo comentarios de @creatorLuis,neutral,2024-05-06 12:14:00
472,YouTube,user313,"No funciona lo que vende @creatorMia, una estafa",negative,2024-06-01 04:46:00
473,Instagram,user552,Increíble servicio de @cienciaHoy! Me encantó la experiencia,positive,2024-04-29 21:33:00
474,YouTube,user32,Nuevo post de @soporteX sobre tendencias,neutral,2024-06-09 16:06:00
475,TikTok,user153,"Qué gran atención de @devTips, todo rápido y claro #promo",positive,2024-04-07 03:05:00
476,TikTok,user407,"Pésima experiencia con @modaTrends, no lo recomiendo",negative,2024-06-25 05:39:00
477,Instagram,user527,"La promo de @creatorMia está genial, ahorré bastante",positive,2024-04-10 16:30:00
478,Twitter,user368,"Gracias @gamerMax por el apoyo, quedé feliz con todo y gracias a @ofertasHoy #promo",positive,2024-06-28 17:40:00
479,YouTube,user370,"Malo el soporte de @musicBeat, aún espero respuesta y gracias a @modaTrends #promo",negative,2024-04-11 17:47:00
480,TikTok,user281,"Pésima experiencia con @devTips, no lo recomiendo #promo",negative,2024-04-15 02:39:00
481,TikTok,user530,"La promo de @equipoY está genial, ahorré bastante https://t.co/demo",positive,2024-03-23 16:27:00
482,Instagram,user7,Increíble servicio de @equipoY! Me encantó la experiencia #promo https://t.co/demo,positive,2024-03-30 05:22:00
483,Twitter,user371,El envío de @cineFan fue lentísimo y llegó mal #promo,negative,2024-04-24 07:11:00
484,YouTube,user166,"Gracias @brandY por el apoyo, quedé feliz con todo #promo",positive,2024-05-04 01:20:00
